hb_ratio_mol,hv_ratio_mol,mw_phbv,mn_phbv,pdi,additive1_type,additive1_percentage_wt,additive2_type,additive2_percentage_wt,tg1,tc1,tm1,tm2,td5,dhm1,crystallinity,tm_mean,tm_max,tc_mean,tc_max
47.0,53.0,,,,no_additive,0.0,no_additive,0.0,,,101.93,,252.3,75.8,51.92,101.93,101.93,,
91.0,9.0,23900.0,7587.3015873015875,3.15,no_additive,0.0,no_additive,0.0,,74.6,173.1,175.7,,,65.4,174.39999999999998,175.7,74.6,74.6
91.0,9.0,23900.0,7587.3015873015875,3.15,reinforcment_and_stiffening_modifiers,0.1,no_additive,0.0,,81.7,171.1,178.1,,,64.3,174.6,178.1,81.7,81.7
91.0,9.0,23900.0,7587.3015873015875,3.15,reinforcment_and_stiffening_modifiers,0.3,no_additive,0.0,,83.7,170.7,177.5,,,67.2,174.1,177.5,83.7,83.7
91.0,9.0,23900.0,7587.3015873015875,3.15,reinforcment_and_stiffening_modifiers,0.5,no_additive,0.0,,82.5,169.4,175.1,,,69.0,172.25,175.1,82.5,82.5
91.0,9.0,23900.0,7587.3015873015875,3.15,reinforcment_and_stiffening_modifiers,1.0,no_additive,0.0,,83.4,170.1,177.0,,,69.5,173.55,177.0,83.4,83.4
91.0,9.0,23900.0,7587.3015873015875,3.15,reinforcment_and_stiffening_modifiers,3.0,no_additive,0.0,,82.9,169.7,176.2,,,67.5,172.95,176.2,82.9,82.9
100.0,0.0,490000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,-13.4,85.7,161.3,170.3,215.7,86.0,58.9,165.8,170.3,85.7,85.7
100.0,0.0,490000.0,,,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,2.0,-9.0,86.8,161.1,170.3,219.3,87.9,61.4,165.7,170.3,86.8,86.8
100.0,0.0,490000.0,,,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,-10.1,87.5,161.8,170.4,226.5,83.7,60.4,166.10000000000002,170.4,87.5,87.5
100.0,0.0,490000.0,,,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,10.0,-6.3,83.8,161.2,170.0,229.3,84.5,64.3,165.6,170.0,83.8,83.8
100.0,0.0,490000.0,,,plasticizers_and_flexibility_enhancers,20.0,reinforcment_and_stiffening_modifiers,5.0,-21.0,77.0,155.5,166.7,203.0,79.0,63.6,161.1,166.7,77.0,77.0
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,0.9,,175.0,,,,,175.0,175.0,,
84.0,16.0,,,,no_additive,0.0,no_additive,0.0,-2.2,,154.2,,,,,154.2,154.2,,
78.0,22.0,,,,no_additive,0.0,no_additive,0.0,-4.3,,148.8,,,,,148.8,148.8,,
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,2.5,,180.0,,,,,180.0,180.0,,
86.0,14.0,,,,no_additive,0.0,no_additive,0.0,-4.0,,150.0,,,,,150.0,150.0,,
75.0,25.0,,,,no_additive,0.0,no_additive,0.0,-6.0,,137.0,,,,,137.0,137.0,,
94.0,6.0,680000.0,,,no_additive,0.0,no_additive,0.0,-6.6,28.5,161.0,,,69.0,,161.0,161.0,28.5,28.5
94.0,6.0,680000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,-3.4,41.7,161.6,,,64.5,,161.6,161.6,41.7,41.7
94.0,6.0,680000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,-19.0,39.0,159.5,,,61.6,,159.5,159.5,39.0,39.0
94.0,6.0,680000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,-28.5,17.3,152.7,,,59.1,,152.7,152.7,17.3,17.3
94.0,6.0,680000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,-30.0,22.9,144.4,,,53.0,,144.4,144.4,22.9,22.9
93.0,7.0,4400000.0,2750000.0,1.6,no_additive,0.0,no_additive,0.0,,,170.0,,,,,170.0,170.0,,
93.0,7.0,4400000.0,2750000.0,1.6,no_additive,0.0,no_additive,0.0,,,170.0,,,,60.9,170.0,170.0,,
93.0,7.0,4400000.0,2750000.0,1.6,no_additive,0.0,no_additive,0.0,,,170.0,,,,63.7,170.0,170.0,,
93.0,7.0,4400000.0,2750000.0,1.6,no_additive,0.0,no_additive,0.0,,,170.0,,,,60.8,170.0,170.0,,
93.0,7.0,4400000.0,2750000.0,1.6,no_additive,0.0,no_additive,0.0,,,170.0,,,,60.6,170.0,170.0,,
100.0,0.0,760000.0,250000.0,3.04,no_additive,0.0,no_additive,0.0,3.2,,150.0,,235.0,86.9,59.5,150.0,150.0,,
100.0,0.0,760000.0,250000.0,3.04,reinforcment_and_stiffening_modifiers,1.0,no_additive,0.0,9.3,,152.0,,249.0,84.5,58.4,152.0,152.0,,
100.0,0.0,760000.0,250000.0,3.04,reinforcment_and_stiffening_modifiers,2.0,no_additive,0.0,2.1,,156.0,,235.0,85.8,46.2,156.0,156.0,,
100.0,0.0,760000.0,250000.0,3.04,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,1.9,,152.0,,238.0,81.2,49.3,152.0,152.0,,
100.0,0.0,760000.0,250000.0,3.04,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,-2.3,,146.0,,241.0,71.4,33.3,146.0,146.0,,
100.0,0.0,760000.0,250000.0,3.04,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,-1.0,,147.0,,230.0,69.7,27.1,147.0,147.0,,
89.8,10.2,670000.0,152968.03652968036,4.38,no_additive,0.0,no_additive,0.0,-1.0,75.0,169.0,,,41.9,,169.0,169.0,75.0,75.0
81.9,18.1,560000.0,141772.15189873418,3.95,no_additive,0.0,no_additive,0.0,-3.0,80.0,161.0,,,35.3,,161.0,161.0,80.0,80.0
92.5,7.5,690000.0,158256.88073394494,4.36,no_additive,0.0,no_additive,0.0,-3.0,70.0,174.0,,,68.7,,174.0,174.0,70.0,70.0
92.7,7.3,710000.0,191891.8918918919,3.7,no_additive,0.0,no_additive,0.0,,60.0,172.0,,,63.3,,172.0,172.0,60.0,60.0
48.0,52.0,,,,no_additive,0.0,no_additive,0.0,,,124.0,156.0,274.0,,,140.0,156.0,,
58.0,42.0,,,,no_additive,0.0,no_additive,0.0,,,129.0,163.0,266.0,,,146.0,163.0,,
42.0,58.0,,,,no_additive,0.0,no_additive,0.0,,,122.0,152.0,279.0,,,137.0,152.0,,
51.0,49.0,,,,no_additive,0.0,no_additive,0.0,,,126.0,159.0,261.0,,,142.5,159.0,,
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,,,,172.0,287.0,,,172.0,172.0,,
100.0,0.0,426000.0,,,no_additive,0.0,no_additive,0.0,,,174.8,,246.7,75.8,51.9,174.8,174.8,,
100.0,0.0,426000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,,172.5,,272.3,65.3,47.0,172.5,172.5,,
100.0,0.0,426000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,,171.2,,274.7,61.4,46.3,171.2,171.2,,
100.0,0.0,426000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,,172.7,,277.0,66.1,47.5,172.7,172.7,,
100.0,0.0,426000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,,172.2,,272.3,63.3,47.7,172.2,172.2,,
100.0,0.0,426000.0,,,plasticizers_and_flexibility_enhancers,15.0,no_additive,0.0,,,,,,,,,,,
100.0,0.0,426000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,,,,,,,,,,,
100.0,0.0,426000.0,,,plasticizers_and_flexibility_enhancers,15.0,no_additive,0.0,,,,,,,,,,,
100.0,0.0,426000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,,,,,,,,,,,
93.0,7.0,296000.0,,,no_additive,0.0,no_additive,0.0,,,152.6,,235.0,64.6,,152.6,152.6,,
93.0,7.0,296000.0,,,plasticizers_and_flexibility_enhancers,50.0,no_additive,0.0,,,150.6,,158.0,71.7,,150.6,150.6,,
93.0,7.0,296000.0,,,plasticizers_and_flexibility_enhancers,50.0,no_additive,0.0,,,153.4,,163.0,77.7,,153.4,153.4,,
93.0,7.0,296000.0,,,plasticizers_and_flexibility_enhancers,50.0,no_additive,0.0,,,150.2,,227.0,74.5,,150.2,150.2,,
93.0,7.0,296000.0,,,plasticizers_and_flexibility_enhancers,30.0,no_additive,0.0,,,,,,,,,,,
93.0,7.0,296000.0,,,plasticizers_and_flexibility_enhancers,30.0,no_additive,0.0,,,,,,,,,,,
93.0,7.0,296000.0,,,plasticizers_and_flexibility_enhancers,30.0,no_additive,0.0,,,,,,,,,,,
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,,,174.7,,,45.1,30.9,174.7,174.7,,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,,,174.7,,,39.1,29.7,174.7,174.7,,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,,,174.4,,,34.8,29.8,174.4,174.4,,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,,,174.6,,,41.6,31.6,174.6,174.6,,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,,,175.1,,,38.2,32.7,175.1,175.1,,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,,,175.2,,,42.8,32.5,175.2,175.2,,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,,,174.9,,,38.7,33.2,174.9,174.9,,
98.0,2.0,,,,no_additive,0.0,no_additive,0.0,,117.4,171.5,,266.5,83.8,,171.5,171.5,117.4,117.4
98.0,2.0,,,,biofunctional_and_enviromental_additives,0.5,no_additive,0.0,,118.6,171.4,,241.5,74.1,,171.4,171.4,118.6,118.6
98.0,2.0,,,,biofunctional_and_enviromental_additives,1.0,no_additive,0.0,,119.1,171.9,,232.7,70.9,,171.9,171.9,119.1,119.1
98.0,2.0,,,,biofunctional_and_enviromental_additives,1.5,no_additive,0.0,,118.5,171.2,,234.2,71.7,,171.2,171.2,118.5,118.5
98.0,2.0,,,,biofunctional_and_enviromental_additives,2.0,no_additive,0.0,,117.5,170.3,,240.0,77.4,,170.3,170.3,117.5,117.5
98.0,2.0,,,,biofunctional_and_enviromental_additives,5.0,no_additive,0.0,,118.6,172.7,,240.6,70.1,,172.7,172.7,118.6,118.6
98.0,2.0,,,,biofunctional_and_enviromental_additives,10.0,no_additive,0.0,,119.6,171.1,,237.0,65.1,,171.1,171.1,119.6,119.6
82.0,18.0,420000.0,,,no_additive,0.0,no_additive,0.0,-2.0,36.0,169.0,,,64.0,,169.0,169.0,36.0,36.0
82.0,18.0,420000.0,,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,-3.0,36.0,167.0,,,49.0,,167.0,167.0,36.0,36.0
82.0,18.0,420000.0,,,reinforcment_and_stiffening_modifiers,40.0,no_additive,0.0,-2.0,38.0,166.0,,,38.0,,166.0,166.0,38.0,38.0
82.0,18.0,420000.0,,,reinforcment_and_stiffening_modifiers,50.0,no_additive,0.0,-2.0,38.0,165.0,,,31.0,,165.0,165.0,38.0,38.0
80.0,20.0,,,,no_additive,0.0,no_additive,0.0,,,,,251.5,,,,,,
80.0,20.0,,,,biofunctional_and_enviromental_additives,10.0,no_additive,0.0,,,,,197.0,,,,,,
80.0,20.0,,,,biofunctional_and_enviromental_additives,10.0,no_additive,0.0,,,,,248.5,,,,,,
80.0,20.0,,,,biofunctional_and_enviromental_additives,10.0,no_additive,0.0,,,,,249.3,,,,,,
68.0,32.0,530000.0,135897.4358974359,3.9,no_additive,0.0,no_additive,0.0,,,,,,,,,,,
68.0,32.0,510000.0,115909.0909090909,4.4,no_additive,0.0,no_additive,0.0,,,,,,,,,,,
70.0,30.0,540000.0,142105.26315789475,3.8,no_additive,0.0,no_additive,0.0,,,,,,,,,,,
70.0,30.0,590000.0,143902.43902439025,4.1,no_additive,0.0,no_additive,0.0,,,,,,,,,,,
83.0,17.0,630000.0,143181.81818181818,4.4,no_additive,0.0,no_additive,0.0,,,161.7,173.9,,,,167.8,173.9,,
87.0,13.0,590000.0,190322.58064516127,3.1,no_additive,0.0,no_additive,0.0,,,157.7,168.2,,,,162.95,168.2,,
98.0,2.0,280000.0,,,no_additive,0.0,no_additive,0.0,1.6,,174.5,,243.3,85.2,,174.5,174.5,122.7,122.7
80.0,20.0,551000.0,311299.4350282486,1.77,no_additive,0.0,no_additive,0.0,,82.3,128.0,153.8,227.5,49.8,45.0,140.9,153.8,82.3,82.3
60.0,40.0,483000.0,139595.37572254337,3.46,no_additive,0.0,no_additive,0.0,,41.2,152.6,,206.0,6.3,37.0,152.6,152.6,61.2,81.2
40.0,60.0,546000.0,186986.301369863,2.92,no_additive,0.0,no_additive,0.0,,41.4,131.0,,214.1,1.2,47.0,131.0,131.0,41.4,41.4
100.0,0.0,1436000.0,316299.55947136565,4.54,no_additive,0.0,no_additive,0.0,,,174.18,,,50.36,,174.18,174.18,,
100.0,0.0,1708000.0,449473.68421052635,3.8,no_additive,0.0,no_additive,0.0,,,171.37,,,36.03,,171.37,171.37,,
100.0,0.0,2122000.0,693464.0522875817,3.06,no_additive,0.0,no_additive,0.0,,,179.82,,,56.27,,179.82,179.82,,
100.0,0.0,1589000.0,407435.89743589744,3.9,no_additive,0.0,no_additive,0.0,,,175.34,,,28.3,,175.34,175.34,,
97.5,2.5,,,,no_additive,0.0,no_additive,0.0,2.6,116.8,170.4,,259.9,83.2,,170.4,170.4,116.8,116.8
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,2.5,no_additive,0.0,2.6,117.8,169.9,,250.8,85.7,,169.9,169.9,117.8,117.8
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,2.3,118.1,170.1,,245.3,86.2,,170.1,170.1,118.1,118.1
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,7.5,no_additive,0.0,2.4,118.2,171.7,,245.3,87.4,,171.7,171.7,118.2,118.2
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,2.3,118.9,170.2,,240.7,89.7,,170.2,170.2,118.9,118.9
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,15.0,no_additive,0.0,2.2,120.5,170.1,,230.0,100.6,,170.1,170.1,120.5,120.5
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,2.5,116.9,169.0,,215.2,67.9,,169.0,169.0,116.9,116.9
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,1.25,biofunctional_and_enviromental_additives,1.25,1.8,116.7,169.0,,259.8,77.4,,169.0,169.0,116.7,116.7
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,2.5,biofunctional_and_enviromental_additives,2.5,1.4,116.4,167.4,,251.7,74.9,,167.4,167.4,116.4,116.4
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,3.75,biofunctional_and_enviromental_additives,3.75,1.5,118.5,168.8,,248.0,72.3,,168.8,168.8,118.5,118.5
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,5.0,biofunctional_and_enviromental_additives,5.0,1.3,114.9,165.4,,247.1,66.8,,165.4,165.4,114.9,114.9
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,7.5,biofunctional_and_enviromental_additives,7.5,0.9,113.9,163.4,,215.2,50.3,,163.4,163.4,113.9,113.9
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,10.0,biofunctional_and_enviromental_additives,10.0,0.6,113.8,160.5,168.6,205.1,47.4,,164.55,168.6,113.8,113.8
100.0,0.0,440000.0,260000.0,1.6923076923076923,no_additive,0.0,no_additive,0.0,3.0,,172.0,,,92.0,63.0,172.0,172.0,,
100.0,0.0,440000.0,260000.0,1.6923076923076923,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,7.0,,174.0,,,90.0,68.8,174.0,174.0,,
100.0,0.0,440000.0,260000.0,1.6923076923076923,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,9.0,,173.0,,,85.0,72.5,173.0,173.0,,
100.0,0.0,440000.0,260000.0,1.6923076923076923,reinforcment_and_stiffening_modifiers,40.0,no_additive,0.0,15.0,,170.0,,,78.0,88.0,170.0,170.0,,
100.0,0.0,440000.0,260000.0,1.6923076923076923,reinforcment_and_stiffening_modifiers,50.0,no_additive,0.0,18.0,,167.0,,,34.0,46.0,167.0,167.0,,
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,5.66,82.85,,172.0,,,,172.0,172.0,82.85,82.85
100.0,0.0,,,,biofunctional_and_enviromental_additives,3.0,no_additive,0.0,4.94,84.37,167.73,172.89,,,,170.31,172.89,84.37,84.37
100.0,0.0,,,,biofunctional_and_enviromental_additives,3.0,no_additive,0.0,4.05,77.33,166.79,172.86,,,,169.825,172.86,77.33,77.33
100.0,0.0,,,,biofunctional_and_enviromental_additives,3.0,no_additive,0.0,4.65,69.49,167.14,172.85,,,,169.995,172.85,69.49,69.49
98.0,2.0,,,,no_additive,0.0,no_additive,0.0,,126.0,175.0,,270.5,,62.0,175.0,175.0,126.0,126.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,,125.0,175.0,,266.0,,62.0,175.0,175.0,125.0,125.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,15.0,no_additive,0.0,,123.0,174.0,,256.0,,64.0,174.0,174.0,123.0,123.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,121.0,173.0,,250.5,,63.0,173.0,173.0,121.0,121.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,15.0,no_additive,0.0,,121.0,174.0,,257.5,,63.0,174.0,174.0,121.0,121.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,15.0,no_additive,0.0,,119.0,172.0,,251.5,,62.0,172.0,172.0,119.0,119.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,15.0,no_additive,0.0,,120.0,174.0,,255.5,,63.0,174.0,174.0,120.0,120.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,15.0,no_additive,0.0,,122.0,174.0,,257.0,,66.0,174.0,174.0,122.0,122.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,15.0,no_additive,0.0,,122.0,174.0,,257.5,,65.0,174.0,174.0,122.0,122.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,15.0,no_additive,0.0,,123.0,175.0,,261.5,,65.0,175.0,175.0,123.0,123.0
92.0,8.0,296000.0,,,no_additive,0.0,no_additive,0.0,,,,,,,,,,,
92.0,8.0,296000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,,,,,,,,,,
92.0,8.0,296000.0,,,plasticizers_and_flexibility_enhancers,30.0,no_additive,0.0,,,,,,,,,,,
92.0,8.0,296000.0,,,plasticizers_and_flexibility_enhancers,50.0,no_additive,0.0,,,,,,,,,,,
100.0,0.0,117869.0,49078.0,2.4016667345857616,no_additive,0.0,no_additive,0.0,-1.3,,167.8,,265.5,74.1,50.8,167.8,167.8,,
100.0,0.0,117869.0,49078.0,2.4016667345857616,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,0.2,,167.7,,265.1,71.3,48.8,167.7,167.7,,
100.0,0.0,117869.0,49078.0,2.4016667345857616,reinforcment_and_stiffening_modifiers,7.0,no_additive,0.0,1.3,,168.6,,267.5,65.1,44.6,168.6,168.6,,
100.0,0.0,117869.0,49078.0,2.4016667345857616,reinforcment_and_stiffening_modifiers,9.0,no_additive,0.0,2.0,,169.2,,266.5,62.3,42.7,169.2,169.2,,
98.0,2.0,,,,no_additive,0.0,no_additive,0.0,,117.2,173.2,170.3,219.32,106.9,49.0,171.75,173.2,117.2,117.2
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,3.0,no_additive,0.0,,113.5,172.1,169.7,250.32,97.8,48.0,170.89999999999998,172.1,113.5,113.5
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,9.0,no_additive,0.0,,109.9,172.0,168.8,266.64,109.3,46.0,170.4,172.0,109.9,109.9
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,18.0,no_additive,0.0,,109.4,171.2,170.3,223.38,91.7,42.0,170.75,171.2,109.4,109.4
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,3.0,no_additive,0.0,,113.1,173.2,171.5,255.24,94.8,50.0,172.35,173.2,113.1,113.1
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,9.0,no_additive,0.0,,111.5,172.5,168.6,249.58,75.6,48.0,170.55,172.5,111.5,111.5
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,18.0,no_additive,0.0,,111.0,171.3,168.2,251.64,95.9,45.0,169.75,171.3,111.0,111.0
92.0,8.0,443000.0,,,no_additive,0.0,no_additive,0.0,4.5,91.0,170.0,,,,64.3,170.0,170.0,91.0,91.0
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,0.5,no_additive,0.0,5.7,109.0,166.0,,,,60.8,166.0,166.0,109.0,109.0
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,5.5,93.0,168.0,174.0,,,62.4,171.0,174.0,93.0,93.0
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,1.0,reinforcment_and_stiffening_modifiers,10.0,6.3,114.0,167.0,171.0,,,56.2,169.0,171.0,114.0,114.0
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,1.5,reinforcment_and_stiffening_modifiers,10.0,7.0,112.0,167.0,171.0,,,55.8,169.0,171.0,112.0,112.0
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,2.0,reinforcment_and_stiffening_modifiers,10.0,7.1,111.0,164.0,167.0,,,52.4,165.5,167.0,111.0,111.0
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,3.0,reinforcment_and_stiffening_modifiers,10.0,6.7,111.0,166.0,171.0,,,53.9,168.5,171.0,111.0,111.0
100.0,0.0,550000.0,,,no_additive,0.0,no_additive,0.0,,108.6,154.1,162.4,231.6,,46.1,158.25,162.4,108.6,108.6
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,105.7,154.4,162.7,235.0,,46.3,158.55,162.7,105.7,105.7
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,,106.3,152.6,164.2,243.8,,48.1,158.39999999999998,164.2,106.3,106.3
100.0,0.0,550000.0,,,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,,108.3,152.0,162.9,223.0,,47.7,157.45,162.9,108.3,108.3
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,,108.4,155.3,163.3,222.8,,47.5,159.3,163.3,108.4,108.4
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,7.6,69.0,177.0,,,71.1,,177.0,177.0,69.0,69.0
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,10.0,74.0,175.0,,,64.2,,175.0,175.0,74.0,74.0
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,11.6,81.0,175.0,,,53.1,,175.0,175.0,81.0,81.0
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,4.3,63.0,170.0,,,75.4,,170.0,170.0,63.0,63.0
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,2.4,75.0,161.0,,,66.7,,161.0,161.0,75.0,75.0
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,1.8,80.0,156.0,,,52.7,,156.0,156.0,80.0,80.0
100.0,0.0,650000.0,290178.5714285714,2.24,no_additive,0.0,no_additive,0.0,,,173.4,,,86.5,59.2,173.4,173.4,,
100.0,0.0,650000.0,290178.5714285714,2.24,nucleating_agent,1.0,no_additive,0.0,,,175.4,,,87.3,59.8,175.4,175.4,,
88.0,12.0,360000.0,169014.08450704225,2.13,no_additive,0.0,no_additive,0.0,,,136.6,151.2,,52.3,35.8,143.89999999999998,151.2,,
88.0,12.0,360000.0,169014.08450704225,2.13,nucleating_agent,1.0,no_additive,0.0,,,143.6,154.4,,56.5,38.7,149.0,154.4,,
88.0,12.0,360000.0,169014.08450704225,2.13,nucleating_agent,1.0,no_additive,0.0,,,141.7,153.4,,54.6,37.4,147.55,153.4,,
88.0,12.0,360000.0,169014.08450704225,2.13,nucleating_agent,1.0,no_additive,0.0,,,141.9,153.5,,53.9,36.9,147.7,153.5,,
88.0,12.0,360000.0,169014.08450704225,2.13,nucleating_agent,1.0,no_additive,0.0,,,143.1,154.1,,55.0,37.7,148.6,154.1,,
92.0,8.0,443000.0,,,no_additive,0.0,no_additive,0.0,,91.0,,170.0,,,64.3,170.0,170.0,91.0,91.0
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,71.0,163.0,172.0,,,62.3,167.5,172.0,71.0,71.0
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,60.0,160.0,170.0,,,64.2,165.0,170.0,60.0,60.0
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,66.0,158.0,170.0,,,64.8,164.0,170.0,66.0,66.0
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,71.0,158.0,170.0,,,64.8,164.0,170.0,71.0,71.0
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,77.0,167.0,174.0,,,64.5,170.5,174.0,77.0,77.0
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,80.0,165.0,172.0,,,62.4,168.5,172.0,80.0,80.0
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,75.0,165.0,172.0,,,65.6,168.5,172.0,75.0,75.0
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,73.0,163.0,171.0,,,66.1,167.0,171.0,73.0,73.0
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,77.0,163.0,172.0,,,65.2,167.5,172.0,77.0,77.0
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,81.0,168.0,174.0,,,62.9,171.0,174.0,81.0,81.0
91.0,11.0,690000.0,,,no_additive,0.0,no_additive,0.0,,,,,,,,,,,
91.0,11.0,690000.0,,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,,,,,,,,,,,
100.0,0.0,550000.0,,,no_additive,0.0,no_additive,0.0,,113.0,163.9,168.3,,74.6,51.1,166.10000000000002,168.3,113.0,113.0
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,113.7,164.5,168.6,,72.4,52.2,166.55,168.6,113.7,113.7
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,113.3,163.5,167.8,,72.8,52.5,165.65,167.8,113.3,113.3
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,108.3,164.2,168.1,,70.4,50.8,166.14999999999998,168.1,108.3,108.3
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,111.6,162.0,167.0,,71.6,51.6,164.5,167.0,111.6,111.6
